,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
Atad2b,1.621676,-2.5534627,0.4610361,0.13573949,-0.22777075,-0.007157571,-0.068714574,0.3140541,-0.34552473,1.2041188,-0.13604544
Laptm4a,0.7709414,0.25568628,0.15966359,-0.037645273,-0.77824295,-0.025003249,-0.0011402529,-0.18796009,-0.17431226,0.57403797,-0.21943896
Pum2,0.38666117,-1.3469309,0.4545372,0.005206334,0.20116362,0.113321654,-0.01327885,0.065923326,0.027463859,0.27183357,0.03311257
Smc6,-0.634311,0.27330732,0.34651214,-0.13385877,-0.03170897,-0.040179845,0.0006687535,-0.047374293,-0.008393334,-0.21047713,-0.0026549473
Fam49a,-1.7128998,1.69982,-1.2903416,-0.035559643,-0.09926628,-0.04878316,0.014886056,-0.5265892,-0.0059787594,0.1789441,0.07159231
Trib2,0.1726328,-0.028613292,-0.28432798,0.001710443,0.032308936,-0.115663044,-0.000995453,-0.01515702,0.00237217,0.78638166,-0.0014416495
Rock2,0.8122271,-1.0458766,0.113357656,-0.08140069,-0.007860841,-0.12537898,0.0002300058,0.08083024,-0.014667879,0.60200405,0.007059339
Pdia6,-2.0802498,2.2583919,-0.85779846,-0.25332183,0.021661771,-0.35020238,-0.008014126,-0.5016102,-0.09444079,-0.5846455,-0.038429465
Hpcal1,0.8427491,-1.6176641,0.71925956,0.2025435,-0.114016585,-0.06811583,-0.019686315,0.11381761,-0.008349369,0.22210233,-0.032618497
Itgb1bp1,-0.32953197,-1.0073686,-0.06720328,0.51466554,-0.19877402,0.119215675,-0.00040388585,-0.13190007,-0.025640419,-0.23767959,-0.066971295
Cpsf3,0.5999727,-1.2562392,0.54543877,-0.09108818,-0.030875558,0.087700784,-0.0052432898,0.09019909,-0.026575597,0.12594922,-0.03491202
Ywhaq,0.47662657,0.048779614,-0.0071391463,-0.024101073,-0.076195754,-0.013360958,0.00019584608,0.033714607,-0.0029746594,-0.0024597473,0.0006572627
Rrm2,0.6750842,-2.7423635,0.7975698,0.65404695,0.16044949,0.29944214,-0.13533607,0.34656948,-0.11833001,0.4575018,-0.121265605
Id2,-2.7068148,3.8643198,-2.5519934,-0.23964277,-0.45146722,-0.3987325,-0.009246375,-0.878341,-0.22047798,-1.075035,0.27581757
Kidins220,0.84330624,-1.6845691,0.07000603,0.08251665,-0.0012454728,-0.27083957,-0.024204327,0.5198624,0.26067767,-0.5082903,0.065712534
Hbp1,0.6209665,-2.3985186,1.1705807,-0.42838278,0.33382326,0.7608082,-0.04427278,-0.19427943,-0.069213375,-0.37121522,-0.0846275
Cog5,1.5217359,-1.5789592,0.67437553,-0.681531,0.3580752,-0.24250644,-0.20570827,0.031297177,-0.21155532,1.0800805,-0.8190918
Nampt,-2.7603521,3.4978764,-1.6279135,-0.37381914,-1.1894155,-0.8474845,0.031878415,-0.59600115,-0.07651521,0.19119959,0.22027087
Sypl,0.033821717,-0.09202212,0.23848996,-0.0885967,-0.062661804,-0.11311676,-0.0016857076,0.072990954,0.0018145057,-0.55782557,-0.021531127
Atxn7l1,1.3406379,-1.2703671,-0.5199122,-0.13690954,0.3387917,-0.21210186,-0.026407752,0.08478788,0.12204655,0.8414626,-0.0003800067
Tspan13,0.097566456,-0.7726773,1.0207517,0.005907541,0.12080532,0.07054185,-0.013898322,0.11168907,-0.018488934,-1.0671108,-0.1297006
Bzw2,-0.47401297,1.2601237,-0.3073403,-0.086770095,-0.14154685,-0.2629106,0.0009876097,-0.19238384,-0.037486218,-0.31798443,-0.13405006
Strn3,1.6155338,-2.7208197,0.3692273,0.032756433,0.5599826,0.55898994,-0.3022312,0.32714605,-0.46605814,0.9107221,-0.19626743
Hectd1,0.50881076,-0.623881,0.750562,-0.16141312,-0.24499424,0.10061623,-0.006626023,0.32770056,-0.30913374,-0.68920803,-0.019593483
Eapp,-0.5603517,-0.16584677,0.38891834,0.008179809,-0.061246682,-0.007062321,-0.0018543985,0.021166641,-0.01988989,0.20901509,-0.03448296
Sptssa,-0.9306642,-0.24519917,0.06603389,0.0625238,-0.020980097,0.020135282,0.001474102,-0.02068659,0.0014332208,-0.21918155,-0.0021698994
Snx6,-1.0437305,-0.91002846,1.1835171,0.17220813,-0.008752108,-0.010131699,-0.011197388,-0.07001397,0.004107587,0.021321006,-0.19454516
Baz1a,0.37770942,1.2026458,-0.2000321,-0.2772403,-1.3231086,-0.07078939,-0.0054135937,0.0635658,-0.13267922,0.063906424,-0.021062998
Nfkbia,-1.6462603,2.1627693,-1.0261481,-0.36047998,-0.011659698,-0.6415395,0.10160128,-1.0855458,0.37504974,-1.124054,0.32250413
Ralgapa1,0.7633784,-2.249733,0.517541,0.073409244,0.3268743,0.12881225,-0.017817054,0.035285886,-0.025594747,0.23758473,0.015945397
Pnn,1.1406517,-1.9306664,0.59887403,0.25436184,0.21425162,0.37720346,-0.11028003,0.27264956,-0.0526152,0.1008263,-0.20055649
Mia2,1.1224458,-1.8666426,0.58615565,-0.17637374,0.23744695,0.1762648,-0.030592727,0.19376971,0.08581188,-0.02852817,-0.23706634
Arf6,-0.593022,0.04733324,0.1526817,0.037093356,-0.0068753855,0.2249201,-0.010210268,-0.08288219,-0.006081407,-0.49423948,-0.19570838
Map4k5,1.6906679,-3.802861,0.4367933,0.24833141,0.19765063,0.02085797,-0.060782064,0.26984248,-0.17161678,0.96163154,-0.13876215
Sav1,0.8026539,-1.6263752,0.3375347,-0.014974049,0.24042623,0.28872868,-0.021255717,0.24302465,-0.025019847,-0.85887754,-0.24667013
Nin,0.6356942,-1.6325293,0.96723366,0.027873777,-0.1987694,0.4787553,-0.013429994,0.4483641,-0.13473332,-0.08739277,-0.13910961
Tmx1,-1.0195194,-0.31381458,0.6836558,0.08130922,-0.4633837,0.08833137,-0.008504819,0.030079883,0.003095316,-0.8971653,0.011880771
Actr10,-0.10465039,-1.111382,0.6833712,0.14521442,0.02777402,-0.02619219,-0.0050582364,0.08606939,-0.0061359573,-0.5666046,-0.010842061
Frmd6,0.10258715,0.82717085,-1.480789,-0.03715494,-0.20733945,-0.3021914,-0.0051838215,-0.18512942,0.23887235,-0.32393807,0.38307616
Arid4a,0.22385854,-0.61445475,0.20604603,0.012546395,-0.015076707,0.008240781,-0.0011135545,0.010581327,-0.0011257728,-0.021665495,0.0035534303
Ppm1a,0.71045053,-1.8090622,-0.055968508,0.22071204,0.22499093,-0.04828112,-0.0145066725,-0.09333384,-0.12156247,1.0122342,-0.048559945
Prkch,1.3489118,0.16970083,-0.8284746,-0.7211258,-0.11727974,-0.09161166,-0.009198819,0.10744875,0.027064212,0.09629454,0.01192715
Hif1a,-0.9976438,0.5238117,-0.045802403,-0.0106058,-0.047051493,0.047924288,0.005245925,-0.13656677,-0.008453693,-1.3896766,0.001085211
Ppp2r5e,0.65225756,-1.7344579,0.44379616,0.064752094,0.22262093,-0.06483847,-0.01879675,0.47788227,0.009638061,-0.6371593,-0.0057577947
Sgpp1,-1.4423575,2.7565286,-1.8712578,0.104347445,-0.54723436,-0.4305054,0.02666029,-0.8518344,-0.07913837,0.047397796,-0.39920402
Zbtb1,0.69131297,-0.83885103,0.49135357,-0.023150155,-0.10299312,-0.095365964,-0.0002503656,0.19269122,0.005316965,-0.44406474,-0.014392373
Max,-0.9189901,0.4682861,-0.2234692,0.094999194,-0.11797025,-0.07763118,0.003477105,0.061690487,0.0074754823,-1.0271598,0.014259722
Fut8,1.8583441,-2.997477,0.9986693,-0.010862153,-0.3306069,0.02591912,-0.10408883,0.57647073,-0.09883142,0.34063894,-0.27969453
Atp6v1d,-1.128794,-0.44097638,0.83098507,-0.09107151,-0.06468182,0.37675238,-0.0020627158,-0.2786399,-0.3683602,0.13343762,-0.09402324
Tmem229b,-0.027341932,0.22537985,-1.0863581,-0.06307053,0.2326155,-0.16841353,-0.003954827,0.034371853,0.003880257,-0.49039972,0.05699825
Zfp36l1,-2.1610694,2.5428534,-1.3229806,-0.4017784,0.10451496,-0.74919605,0.10750587,-0.978592,-0.39125884,-0.37252736,0.2458002
Actn1,-0.48673147,0.5427891,-0.53950304,-0.051850908,0.059892368,0.009705201,0.002693234,-0.11926094,0.004631695,-0.09293187,0.0042478885
Susd6,0.60585505,0.46278715,-1.3692498,-0.10841056,-0.040089075,-0.45995826,0.0038138414,-0.22257769,0.05454876,0.4154464,0.049176715
Synj2bp,-0.6213544,-1.4921147,0.9242364,0.11067617,0.2511617,0.22279766,-0.0011226217,-0.020159882,-0.046125446,-0.7556068,0.011780749
Gm20498,1.1304959,-1.5904192,0.6178328,-0.9808856,0.38428363,-0.29531267,-0.034136586,0.028615024,-0.03601194,0.90588,-0.05279744
Pcnx,0.9623376,-2.3453767,0.2076174,-0.085878775,0.60248166,-0.10076294,-0.068382144,0.22182353,0.23210609,0.5715138,-0.10195719
Sipa1l1,1.4882524,-0.7465617,-0.008799687,-0.09777025,0.07702966,-0.05521358,-0.007014126,0.11770331,0.003159976,-0.29009277,-0.050457317
Rbm25,0.979989,-0.464456,-0.20031816,0.23189573,-0.8071991,-0.114909425,-0.013428689,0.06999117,0.022113167,0.5210801,-0.042391364
Zfp410,1.228635,-1.9962384,0.18877947,-0.13870013,0.20662758,-0.054754917,-0.0118588675,-0.06501963,0.072186396,0.9143004,-0.03990026
Dlst,0.08121845,-0.3792507,0.30560952,0.039527737,-0.11189088,-0.01991295,-0.00046976036,0.02252511,-0.005811525,-0.3770461,-0.0071228924
Npc2,-1.9299481,2.2766023,-0.9903821,-0.019046351,-0.49958137,-0.6241791,0.062055822,-0.7909131,-0.016822672,-0.7843484,0.44451582
Ylpm1,0.8029007,-0.14593384,-0.34726235,-0.11976694,-0.2653427,-0.14154184,-0.0067229895,-0.027844435,0.014362682,0.76199865,-0.0037753866
Tmed10,-0.42774376,0.042357072,0.1413918,-0.07874305,-0.016339464,-0.015482069,-0.0005029642,-0.009086062,9.177406e-05,-0.46324354,0.0071734125
Nek9,0.062686436,-1.1207856,0.051815093,0.30013475,-0.05887649,-0.08282277,0.0022659583,0.043836154,-0.0018120818,-0.40431967,-0.0012663613
Gpatch2l,0.6651057,-1.6572133,0.23512308,-0.11215464,0.32255954,-0.10183205,-0.0075407214,0.094744265,0.05466226,-0.43214172,-0.0035030907
Snw1,-0.6627532,-0.7991437,0.5552374,0.45346788,-0.18132634,0.10305192,-0.007548175,-0.010051942,-0.00095529377,-1.0832217,-0.012342665
Gtf2a1,-0.7090325,0.9986845,-0.23029935,-0.05476501,-0.5347175,-0.49654514,0.016578892,-0.15441446,-0.009564185,-0.9424113,0.29904002
Sel1l,-0.53503233,1.7614032,-0.3911095,-0.3480903,-0.21087077,-0.119096905,-0.0049317074,-0.04249643,0.014833703,-0.87525046,-0.065404885
Zc3h14,0.43303508,-2.3375123,1.5310435,0.00046441716,-0.47374853,0.97904855,-0.13817088,0.24067608,-0.349051,-0.34943464,-0.33143258
Foxn3,0.97228205,-0.13796337,-0.49282888,-0.6987555,0.11504214,-0.1631578,0.008995845,-0.042619977,0.0022766967,0.061572287,0.020262528
Psmc1,-1.3526893,0.1569272,0.020059943,0.06471102,0.07887397,-0.1715852,-0.0007394183,-0.046180356,0.0070508313,0.33243006,-0.057571318
Ccdc88c,0.32948112,0.94082665,-1.5678241,-0.4953991,0.20874885,-0.24783076,-0.005706412,-0.22335139,0.01014061,0.117226444,0.0167453
Ppp4r3a,0.45693672,-1.5453017,0.8611331,0.49302626,0.06311674,0.024875332,-0.033324555,0.45143765,-0.28024766,-0.59561527,-0.29956266
Trip11,0.42597902,-1.681279,0.6688316,-0.52095556,0.46098092,-0.061411504,-0.009346295,0.20177701,0.0031560364,0.14719535,0.01465335
Calm1,-0.28005624,-0.25822467,0.590785,0.02772819,-0.26336744,0.58165866,0.003564063,-0.30835024,-0.22979128,-0.4207876,-0.2878979
Cpsf2,-0.4105285,-1.7120849,0.6855997,-0.1039327,0.6261286,-0.084929414,-0.0017552087,0.024030099,0.13986127,-0.7472245,-0.0572195
Lgmn,-2.2011535,2.476041,-1.3927811,0.11600888,-0.013997069,-0.93792695,0.09851597,-0.8740824,0.102116704,-1.0272291,0.27364635
Btbd7,0.7236719,-1.2267174,0.5944015,-0.05903753,-0.104419634,0.10073389,-0.013468262,0.038394786,-0.0050506964,0.880457,-0.046994597
Ddx24,-0.13235402,-0.1065557,-0.087023936,0.04902696,-0.03295141,-0.04707008,-0.0010691006,-0.09011557,-0.011750493,-0.25401247,-0.0007745733
Ifi27,-2.4488854,0.4247721,-0.53212607,0.73463887,0.27830866,0.06865248,-0.006650727,-0.35735297,-0.057054304,-0.97704786,0.2775269
Ifi27l2a,-2.6545458,5.52028,-3.741373,-1.4719445,-1.5447551,-1.4918822,-0.0837732,-1.5038705,-0.76277655,-1.1911385,0.38509643
Dicer1,0.65145814,-0.6362782,0.16879573,-0.003152072,0.010419078,-0.012118139,-0.0013920045,0.013753034,-0.009200047,0.43682563,-0.0010143588
Glrx5,-2.3154483,0.9553998,-0.03364122,0.05670622,-0.0838789,-0.0738733,0.0097043365,-0.22906485,0.0099295145,-0.61079085,0.062452294
Vrk1,0.052469283,0.21629472,-0.42796218,-0.00021671121,-0.026509201,-0.03931321,-0.0012688169,-0.019207671,0.002071573,-0.04493276,-0.0012572027
Papola,1.2034496,-2.03624,0.60751307,0.20303318,0.015163031,0.647219,-0.065444544,0.062270544,-0.42869857,0.19949463,-0.04796203
Setd3,0.7589654,-0.42382184,0.2989527,-0.027800146,-0.19167285,-0.08614885,-0.005087262,0.060962062,0.004143475,0.28379285,-0.028769467
Yy1,0.3306534,-2.3240528,0.32189983,0.32781708,0.4358271,0.4148239,-0.0026132595,-0.0004889355,0.05295407,-0.071423426,-0.06261596
Evl,-0.4816724,1.8536736,-1.2861383,-1.2467438,0.002471271,-0.51876307,0.014748483,-0.7132143,0.11919552,0.330174,0.07182221
Ppp2r5c,0.7636251,-1.4311466,0.315275,-0.117514156,0.51513815,0.23072135,-0.022115396,0.14732085,0.0054510385,-0.4458,-0.0027142202
Dync1h1,-0.3948337,0.6389137,0.064506136,-0.49439237,0.019029902,-0.0344639,-0.00647595,-0.13504127,-0.001494256,0.27654597,-0.02477398
Rcor1,0.7615417,-1.685597,0.2204016,0.3989187,-0.004474283,-0.09819868,-0.0063171852,-0.087146625,0.008324053,0.019020377,-0.10922853
Traf3,-0.09286837,2.1887026,-1.7319238,-0.43246067,-0.170286,-0.3397788,0.020645708,-0.13604942,-0.1365283,-1.0793985,-0.070932366
Eif5,-0.7475833,-1.1417844,0.8436801,0.27901375,-0.2724551,-0.07917398,-0.0010554193,0.25591922,-0.001108762,-1.1576627,-0.066832446
Mark3,1.5452316,-0.9727473,0.055746887,-0.17913069,-0.35598975,0.37191847,-0.010649157,0.00088841637,-0.036629084,0.86065197,-0.055340067
Klc1,0.39270404,0.2084412,-0.71864504,0.0054133255,0.011010959,-0.09655955,0.000784005,0.0534144,0.0047824527,-0.5000908,-0.0004411698
Ppp1r13b,0.34613028,-0.51905084,0.5783569,-0.32633615,-0.4311598,-0.15186498,-0.003486808,0.17813158,-0.010674119,-0.43442327,-0.0004991959
2010107E04Rik,-2.1730776,0.26473877,0.65337396,0.6424695,-0.79226005,0.595058,-0.020976445,-0.17348413,-0.080632985,-1.1106166,0.014413306
Siva1,-1.2488878,-1.3762327,0.3112949,0.786969,0.2151516,0.26952523,-0.0013869235,-0.041433834,-0.02443596,0.2929496,-0.11706583
Akt1,1.1042807,-2.0238051,0.91477656,0.1136039,-0.49535778,0.21323512,-0.002543745,0.11114108,-0.12868364,-0.14933166,-0.10487576
Gpr132,0.31044975,0.28956464,-0.20224243,-0.052492876,-0.030785099,-0.030929694,-0.00030846318,-0.026059218,-0.0015694669,-0.28875577,-0.0070632524
Cdca4,0.5606278,-1.2876889,1.0352097,-0.1451898,-0.3051405,0.14170371,-0.01632445,0.7345363,-0.045880582,-0.118452854,-0.007464023
Pacs2,-0.88842285,0.6677848,-0.5190571,-0.03447383,0.023195803,-0.23540407,0.0023300059,-0.043881185,-0.005258926,-0.049296115,0.012135005
Brf1,1.1496325,-1.5043309,-0.3004398,0.01446652,0.21858977,-0.007748685,-0.01447461,0.33264887,-0.003844409,-0.58221775,0.036829557
Mta1,0.8679577,-2.7830007,1.3534648,0.36955336,-0.87949014,0.0469934,-0.02573088,0.73898554,-0.056540836,-0.5043879,-0.12956668
Igha,-1.9740727,0.21423519,-0.62862444,0.39467347,0.5379772,-0.4775058,0.21339881,-0.43392777,0.8882727,-0.40973088,0.4279129
Crip1,-0.7742001,0.7728511,-0.32258937,0.24027005,-0.2218533,0.12835954,0.0053250873,-0.29038188,-0.0717097,-0.05345395,-0.1911052
Ighm,0.42395118,-3.424546,0.83955526,0.49667594,0.00076813984,0.06748246,0.012853535,0.11010764,0.011841224,0.9783453,-0.2891635
Esyt2,0.2776636,0.2751397,-0.37229115,-0.27765217,0.13349871,-0.9013204,-0.0006127849,-0.099078774,-0.0238348,0.37512112,0.030061128
Net1,-0.6560982,2.2867804,-0.7822964,-0.22006354,-1.1249605,-0.742909,-0.008244619,-0.15680656,-0.17996822,0.116877444,-0.10215694
Gdi2,-0.7419855,0.13643181,-0.5297848,0.03374025,0.08368225,0.00018273198,0.0019977044,-0.2938926,0.0048593306,-0.07266479,0.010796767
Klf6,-2.310435,2.548511,-0.16329578,-0.89980024,-0.7223897,-0.29816836,-0.0057400735,-0.43522128,-0.17762966,-1.0865921,0.53943974
Pfkp,0.16227543,0.5017471,0.39994588,-0.44749355,-0.70489067,0.049612075,0.0017989324,0.20633183,-0.11193818,-0.6466724,0.0067146127
Wdr37,0.17132758,-0.70952165,0.06413899,-0.041888572,0.16512932,-0.07637277,-0.0015306815,-0.059243947,0.024216885,-0.40172544,0.01184845
Larp4b,-0.1577588,0.05402386,-0.13439521,-0.0060509616,-0.013914881,-0.03128302,-0.000528583,0.006101116,0.0016596556,-0.082166515,0.0011754332
Zmynd11,0.17114851,-1.3663341,0.8484074,0.12036299,-0.109082684,0.11641092,-0.0034512528,0.076020986,-8.031421e-05,-1.1211722,0.0028260604
Lyst,1.4789393,-5.1845255,1.3509613,-0.09829714,0.4256116,0.60753703,-0.2583501,0.4830346,-0.19778351,1.1092119,-0.105652
Arid4b,1.1506381,-1.1035507,0.56436956,-0.36590952,-0.47925696,0.12821761,-0.01622911,0.15529475,0.0033040626,0.56437045,-0.013042079
Psma2,-0.83304155,-1.2517095,1.0153079,0.006840103,0.051023755,0.04705233,0.0044625187,-0.047265023,-0.011668546,-1.0395298,-0.004123026
Mplkip,-0.07202256,-2.251007,0.9708954,0.32144502,0.71423674,0.38114104,-0.020697018,0.09901439,-0.11086036,-0.6398511,-0.103373125
Rala,-1.2500458,0.35680363,0.47033644,-0.20210966,-0.17833173,-0.28849354,0.0023940657,-0.3079766,0.010610219,-0.6347316,0.0051342566
Cdk13,1.1667757,-2.4494681,0.14373481,0.16282474,0.20414548,0.17442755,-0.018541679,0.078699656,-0.007668385,0.32922056,0.0070662475
Vps41,0.72438866,-0.9092037,-0.71611834,0.00723591,0.10770846,0.0063251085,-0.0008503199,-0.025107471,-0.0101632215,0.09847386,0.00038102173
Trim27,-0.4466433,-1.3935935,0.75173664,0.14134261,0.11504105,-0.021172745,-0.015805606,0.53903925,-0.00831138,-0.88729316,-0.09364804
Hist1h1b,0.9830255,-7.064145,2.4910588,1.2472156,0.17338932,1.0128763,-0.6204929,1.405664,-0.14198254,0.44150776,-0.6478357
Elmo1,1.5560002,-1.1817967,-0.41326162,-0.6059927,0.1981456,-0.06584503,-0.0030377647,0.22958507,0.084699206,0.5458912,-0.009103175
Hist1h1c,0.35186145,-2.7435207,1.4842365,1.0320016,-0.91327524,0.23121238,-0.1293621,0.70581114,-0.4485663,-1.0320921,0.13915162
Prss16,0.564298,-6.539363,0.56577885,0.8301452,0.6112801,0.48489797,0.23159063,0.43579012,0.57114404,-0.2151436,1.1595341
Ripor2,0.35386026,1.1311263,-1.0315127,-1.3444389,0.10529626,-0.7427691,0.0076351175,-0.86857796,-0.060987517,0.9804341,0.14504035
BC005537,-0.8812685,1.051261,-0.71908224,-0.37688738,0.3561745,-0.22551225,0.020210873,-0.37320626,0.03181614,-0.7579746,0.3872424
Uqcrfs1,-1.3366617,-0.4577998,0.90263987,0.13787484,-0.3176223,0.47268322,-0.014843309,0.146785,-0.14016497,-0.9182508,-0.046475817
Cdkal1,1.4410846,-2.143542,0.22592466,-0.25520846,0.21587789,-0.029000832,-0.021156034,-0.06636917,0.020392342,0.19498473,-0.06803313
Sox4,-0.75557774,-0.672566,0.3416834,0.007756567,0.70503306,0.16178338,-0.012499339,-0.20427077,0.0562688,0.47493714,-0.047844045
Exoc2,1.6279218,-1.820437,0.18604378,-0.383154,0.03779244,0.03458088,-0.031853903,0.25275198,0.016935859,0.2038517,0.00040407383
Serpinb1a,-3.0373063,5.9280634,-3.266477,-1.6927335,-1.5783412,-1.1781313,-0.35815397,-1.2497556,-0.8498799,-0.9673025,-0.7508288
Gmds,1.8378395,-1.7339928,0.41102737,-0.09777686,-0.52367467,-0.21732184,-0.025851179,0.09071463,-0.10795493,0.6474962,-0.1113116
Serpinb9,-3.1435158,5.022317,-2.5568655,-1.5702273,-1.4077468,-1.0505311,-0.17187929,-0.99329287,-0.71798944,-1.0063002,-0.19211674
Serpinb6a,-1.2290634,1.4394457,-0.55269873,-0.20346019,0.029458672,-0.21707517,-0.003099111,0.122054525,-0.020796483,0.124330916,-0.016860876
Psmg4,-1.1663641,0.76524055,0.58666176,0.27857044,-0.90222555,-0.003824743,-0.020023676,0.03000013,-0.3078757,-0.972685,-0.20803238
Prpf4b,0.37257618,-1.402859,0.37067065,0.0725081,0.04357577,0.06308711,-0.009506671,0.1729812,0.010592901,0.09931801,-0.022210995
Cdyl,1.468761,-1.4555985,-0.42783225,-0.09713035,0.43220183,-0.2369212,-0.010635111,0.15343438,0.028748158,0.50487036,-0.070503235
Fars2,1.9406748,-2.5380008,0.47426897,-0.4309906,0.19822578,-0.14008951,-0.16497731,0.19277635,-0.18831049,1.2195463,-0.14144088
F13a1,2.6794505,-6.360696,1.4761164,-0.34703025,0.1679499,0.8108106,-0.6237067,1.0312885,-0.63720065,1.113631,-0.99091136
Ssr1,-1.1736838,0.7193415,-0.5970277,0.17978188,-0.015439655,-0.12823027,0.0047594863,-0.16942863,0.013607981,-0.20068802,0.022779167
Rreb1,1.859812,-3.1767364,-0.14969659,0.20306896,0.21102935,0.113489255,-0.14347082,0.09086989,-0.09294478,1.1247963,-0.0727161
Dsp,-0.5225204,2.4896522,-0.81151503,-0.604914,-0.62729627,-0.61753744,-0.063918464,-0.14972395,0.018253835,-1.1580834,-0.044865537
Nedd9,1.3600154,-1.0464754,0.20849398,-0.24591336,0.1397349,0.19505675,-0.021581054,0.40504074,-0.02299459,0.08526286,-0.15032458
Nol7,-0.6891205,-0.64313155,1.1168748,0.2044717,-1.0597746,0.21809904,0.010733221,-0.16604003,-0.069483645,-1.1241704,-0.38163126
Ranbp9,1.4583416,-0.7477042,-0.026049495,-0.20141023,-0.21882364,-0.042356428,-0.013436735,0.5733212,-0.06627846,0.7197351,0.02322253
Gmpr,-0.28870192,-1.6154399,0.12816656,0.19535744,0.47773337,0.055732872,-0.008144058,0.034616716,0.0014725747,-0.78439736,0.097314745
Nup153,-0.056091666,-1.7824587,0.6868197,-0.26308435,0.45382574,0.10305168,-0.006524519,0.1748934,0.06290865,-0.6842021,-0.042238936
Atxn1,1.3425168,-1.4893076,-0.47197327,-0.044561494,0.2163094,0.06819259,-0.026964977,0.22096746,-0.015990999,-0.37968835,0.0494266
Dek,-0.36945093,-0.45908,0.7892904,0.081631035,-0.084179044,-0.029706992,-0.0066528847,0.074040085,-0.0042781564,-0.35255727,-0.016524147
Phf2,1.047158,-3.1397061,0.26048672,0.49284247,0.35984907,-0.022501446,-0.08037585,0.52133316,-0.09327125,0.8572344,0.095959194
Spin1,0.23022531,-0.668036,0.12385966,0.015956482,-0.019129043,0.0037100492,-0.00044300407,0.019428369,-0.004531669,-0.11546748,-0.024213217
Cltb,0.025202006,0.27047932,-0.40312475,-0.07833501,-0.28252807,-0.060999826,0.003531801,-0.15254478,-0.029184561,0.9934172,0.0059297034
Rnf44,-0.5696136,0.2586053,-0.0830862,0.0042210105,-0.0055678613,-0.014388287,0.0011294178,-0.0366071,0.0016846075,-0.25750327,-0.0013407901
Lman2,0.03992509,0.5843816,-0.17021488,-0.03677953,-0.5767578,0.024770215,-4.462365e-05,-0.03022028,-0.052882224,-0.12846263,0.0118582435
Grk6,-0.6345774,0.040725343,0.012154907,-0.023181152,-0.05790604,-0.044157326,-0.00025174825,-0.03702943,0.009175447,-0.058015153,0.008431796
Nsd1,0.6934751,-0.7946012,-0.031438865,-0.09806134,0.18434875,-0.03219132,-0.0031200002,0.033462588,0.0056666825,0.38409498,0.013361529
Ddx46,0.40236965,-1.2626185,-0.09309014,0.07472001,0.09708737,-0.036620043,-0.00019057788,0.16194434,0.010557728,-0.44351703,-0.017429821
Fam193b,0.72587097,-0.9261687,-0.5400919,0.05383312,0.4135054,0.041494165,-0.023130793,-0.026131498,0.01673342,0.70244414,-0.009587554
