,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7
Lifr,-2.03341,0.35582197,-0.07472903,0.84238935,-0.4009165,-0.5997836,0.25828272,0.64351153,-0.023552282
Il7r,-3.5329757,3.8442655,-0.6033901,-1.0436388,0.26268765,-1.8189161,-0.55286276,-1.0623099,0.14500514
Nipbl,1.6545184,-3.3040352,0.27723587,0.011234877,-0.48919857,0.49068487,0.29781985,0.00042365748,0.21085511
Zfr,0.6044117,-1.1743836,0.6721988,-0.19152527,-0.18868938,-0.018194739,0.58093923,0.047577146,-0.5741928
Sub1,-0.28467983,-0.21796001,-1.4995805,0.37042964,-0.25688323,0.11918785,-1.175893,0.05310617,0.019964937
Mtmr12,1.1312852,-1.3743811,-0.07495609,-0.10732209,-1.1050982,0.07309274,-0.35232618,-0.08547004,0.41047236
Golph3,-0.16856179,0.08945402,-0.66563463,0.028589241,0.032293458,-0.07054013,-0.6705497,0.0042216876,-0.009798705
Drosha,-0.687757,1.0278119,0.104111254,-0.31636852,-0.027494512,-0.111618415,-0.6776092,-0.08078397,0.016869932
Myo10,-0.12641963,-0.22767079,0.04799489,-0.07672101,0.008889755,-0.0041114422,-0.60043,-0.017295467,-0.05627555
Retreg1,-2.135333,1.8285768,-0.10284522,0.19329853,0.010380919,-0.43333188,-0.82769847,-0.11244916,0.6346169
Otulin,-1.6845375,2.3211946,-0.55206746,-0.14878048,0.6708341,-0.90910983,-0.63277274,-0.5046702,0.08745848
Fam105a,-1.5065533,1.818967,-0.2743744,0.1894613,0.66954964,-0.79035014,-0.5350945,-0.5955454,0.12750898
Trio,-1.9446831,1.985453,0.06896858,-0.16809171,0.3438781,-0.76077604,0.10753261,-0.4946253,0.23456004
Dap,-2.642651,3.0337007,-0.5762118,-0.37651938,1.1270252,-1.5557283,-0.55755585,-0.5137567,0.15155855
March6,0.6530397,-0.7826743,0.30093497,-0.07147165,-0.07178609,0.02471269,0.20829254,-0.0011152958,-0.6356974
Mtdh,0.6045396,-1.286238,0.32027364,-0.032809474,-1.1942878,0.021455666,0.14523551,0.040066093,-0.22654651
Vps13b,1.10917,-1.9435099,0.7066849,-0.24974662,0.08224372,0.06797269,0.116009474,0.011466334,0.16138545
Cox6c,-0.5902382,0.41167933,-0.8238258,0.111707896,-0.38903105,-0.13284732,-0.7763426,0.50162107,-1.4065586
Rnf19a,-0.44187123,1.2434298,-0.1771013,-0.03662144,-0.57894367,-0.093339525,0.16039832,-0.12815993,-0.4130002
Zfp706,-0.35927165,-0.31575412,-0.60622394,0.12255827,-1.0775064,-0.0063902475,-0.5757633,0.254662,-0.35856476
Ubr5,1.273528,-1.3954804,0.29469246,-0.27261174,-0.49979818,0.39137802,-0.82605445,-0.060460456,-0.33217546
Azin1,0.0009779036,-0.07218096,-0.1037581,0.0090036765,0.026272925,-0.00013348367,-0.41828537,0.002246428,-0.059777666
Atp6v1c1,-0.6416212,1.8857033,-0.2707713,-0.2405247,-0.51018935,-0.52569246,-0.3601369,-0.3890167,0.4715854
Oxr1,0.69441104,-0.6531571,0.25511366,-0.04654274,-0.74033254,0.0009629424,-0.32275406,0.057753805,-0.15354675
Eny2,0.7188868,-1.5836172,-1.0655466,0.29242787,-0.9867961,0.47427827,-1.0572815,0.035249423,-0.44433102
Trps1,1.8572778,-3.3635044,0.33898103,-0.08345954,-0.86995643,0.51135314,-0.91149026,0.31940416,-0.90373385
Rad21,0.6561356,-1.614327,0.05534911,0.04303944,-0.07499331,0.09843129,-0.13963272,0.27999073,-0.08029602
Enpp2,-6.064393,4.7647376,-1.0189962,0.2905792,0.112934835,-2.5144374,-0.8664584,-0.27595553,-0.34225577
Ext1,-0.23352721,-0.2961644,0.3761184,-0.10905478,0.15795004,-0.030893985,-0.435724,-0.0091368,-0.05082253
Derl1,-0.6457203,0.5427278,0.19721375,0.037372544,-0.45542747,-0.021119412,-0.9880214,0.003013137,-0.19811127
Atad2,0.9414544,-3.0029378,0.30308905,0.3865757,-1.0358988,0.15502724,-0.13956556,0.35361844,0.15927275
Fbxo32,-0.8109775,1.28565,-0.42986032,0.03022055,0.030597636,-0.00059877615,-0.906272,-0.014609312,-0.036243346
Fam91a1,1.0957296,-2.2940385,-0.5379166,0.33976677,-0.42299098,0.19299187,-0.091345765,0.08983803,-0.21163727
Rnf139,-0.39572993,-0.18943536,-0.2844191,0.06928386,-0.35586053,-0.003000399,0.22147655,0.026285749,-0.23116471
Mtss1,1.2606316,-2.9982793,0.7762273,-0.031892072,-0.61778545,0.10526815,0.46026406,0.0071925526,0.26683888
Nsmce2,0.59146893,-0.5521466,0.8259047,-0.5222052,-0.6632131,-0.17949846,0.9130794,-0.6122562,0.2849005
Myc,-0.8237208,0.03772772,0.06305495,0.08989506,-0.5228829,-0.08627644,0.15339623,0.35723898,-0.56270725
Fam49b,0.39143804,-0.48148805,0.38420892,0.004300596,-0.4684909,-0.025083238,-0.15058659,-0.015609066,0.0006567925
Asap1,-2.1708107,1.5945055,0.46517622,-0.20427425,0.24669994,-1.5328224,0.53287655,-0.20993978,-0.25836933
Efr3a,0.42291588,-1.2233555,-0.9318589,0.02064032,-0.5478352,0.0673119,0.017385593,0.039411493,-0.4791422
Kcnq3,-6.372747,5.958669,-1.6212652,-1.5396789,1.827627,-4.691539,-1.082267,-1.2395889,-0.8256289
Phf20l1,1.4751552,-2.5630956,0.15466537,-0.056148913,-1.2972996,0.17873596,-0.33651102,-0.02798776,0.20513175
Ndrg1,-3.7704887,3.2310624,-0.996388,0.17166148,0.2562697,-1.2574613,-0.7662097,-0.1944785,-0.3198796
Sla,2.3307176,-4.4943476,0.34793356,-0.28168616,-0.8284656,1.6668787,0.11843361,0.11638211,-0.36354452
Trappc9,0.36635497,-0.89828193,0.6625195,-0.109284095,-0.09277476,-0.0016666434,0.50888455,-0.08486907,0.061229803
Ptp4a3,0.37569258,-0.7496246,0.08832519,0.06388683,-0.034576308,0.0066674314,-0.29035074,-0.036135864,-0.047011573
Ly6d,0.4652201,-2.7285025,0.29291594,0.68388295,-0.06573569,-0.096057445,0.20877568,0.59039736,0.45714638
Ly6a,-6.3931465,5.219367,-1.1203619,-0.53171337,1.1410382,-4.4169855,0.5933421,-1.0244975,-0.3532777
Eef1d,-1.415286,1.9139849,-0.79642826,0.086409315,0.14843833,-0.48771152,-0.67345256,-0.02688531,-0.08138671
Puf60,-0.36673665,-1.1056314,0.28389552,0.32460758,-1.0780843,0.0018337034,-0.09807997,0.025529142,-0.15307859
Plec,-1.3106766,0.7120871,0.014735097,0.22968486,0.4878946,-0.30544028,-0.5084734,-0.024764158,0.015173992
Grina,-2.516267,2.1095378,-0.3681848,0.0065524974,0.14891136,-0.27000958,-0.8522604,-0.15768594,0.28211462
Maf1,-0.31724864,-0.6240151,-0.2940797,0.080978036,-0.1297008,0.004445711,-0.61297077,0.038595878,-0.01815944
Vps28,-0.3761486,0.34370932,-1.0582656,0.07197049,0.0144409295,-0.095845476,-0.8166923,0.05909535,-0.44921917
Txn2,-0.9766683,1.4197338,-0.79364085,0.010254305,-0.029989786,-0.12258764,-0.62982905,-0.040686663,0.24331298
Rac2,0.9122674,-1.0954778,-0.293293,-0.49884793,-0.46460566,0.5314533,-0.47331434,0.27479574,-0.65101105
Gga1,-1.6639521,1.1702746,-0.9522302,0.6730002,0.60715413,-0.32880437,-0.79051095,-0.5573701,0.39123648
Sh3bp1,-3.6305032,3.738425,-0.62124795,-0.49255282,0.9845327,-2.5672374,-1.108362,-0.7834763,0.10464566
H1f0,-2.422449,2.2852051,-0.99195343,0.23398042,0.14158683,-0.8042458,-0.8367029,-0.1948114,-0.064260475
Eif3l,-0.3170672,-0.15391114,0.18896528,0.0020366167,0.5091837,-0.011622974,0.11057782,-0.013385153,-0.19218765
Csnk1e,0.8684217,-2.6386302,0.50454557,0.2682901,-1.0707941,0.034669876,-0.12053008,0.10706812,0.21919058
Tomm22,-1.2146913,1.0992483,-0.2259867,-0.12323104,-0.17875679,0.046807636,-0.40481496,-0.09472397,-0.17296247
Gtpbp1,-0.33472088,0.5045604,0.4952321,-0.54499745,-0.035976116,-0.02013705,-0.6525286,0.0073154178,-0.09400197
Apobec3,-1.4310358,2.039339,-0.30372882,0.026240738,0.5184025,-2.216696,0.48545894,-0.14498712,-0.30993605
Atf4,-2.5881672,2.1008594,-0.08912252,0.34026888,0.7790312,-1.1980782,-0.28433397,-0.7532407,0.59861183
Grap2,1.1763642,-2.0262938,0.8215787,-0.45862588,0.21207708,-0.044741094,0.89905083,-0.6780308,-0.022851579
Tnrc6b,1.2862384,-2.0272207,0.72976166,-0.38328454,-0.30838147,-0.06727564,0.7563481,0.07146507,-0.33828852
Mkl1,-0.28123719,0.5207525,0.31812587,-0.34576124,-0.46014425,-0.081051886,-0.2780623,-0.23796864,0.5202846
St13,0.06564776,-0.10403463,-0.5674392,-0.084610514,0.192074,-0.0066170734,-0.17067531,0.009447771,-0.103550754
Ep300,1.1941649,-1.4138175,-0.04667908,-0.022556584,-0.9581783,0.13678725,0.5027189,0.006733059,-0.2253504
Zc3h7b,-1.505307,2.4018593,-0.8877859,-0.3106035,0.51519734,-1.0434132,0.24436602,-0.68656313,0.34905934
Phf5a,-0.3033545,-1.2891624,0.1613792,0.3010828,-0.39288688,0.056306593,-0.08579296,0.11074386,-0.114413545
Aco2,-0.6350308,-0.1400261,0.26989368,0.00028852557,-0.53920454,-0.027138554,0.434267,0.0079604285,-0.042318504
Xrcc6,3.133484,-7.0441337,0.63619876,0.628927,-1.4609586,1.9701674,0.41988432,1.1167027,-0.11792018
Desi1,1.9211785,-5.505075,0.60599864,0.5891796,-0.75326055,0.53459126,0.9743039,0.44858384,0.34598142
Srebf2,-0.061670996,0.39820087,0.31606662,-0.005648446,0.28632262,-0.03632915,-0.2876488,-0.0038123745,0.09307393
Smdt1,0.8743365,-0.97106403,-0.55146086,-0.13732085,-0.8825627,0.07139341,0.38043383,-0.0060745245,-0.5259449
Ndufa6,-0.108433485,-0.49045804,-0.8261496,0.0901013,-0.4211762,0.1630922,-0.7825273,0.26604226,-0.5826813
Tcf20,0.8890317,-1.5867281,0.44907695,-0.116437934,-0.639024,-0.04965015,0.2303409,-0.005839066,0.66173756
Cyb5r3,-2.7214944,1.6920872,-0.48607758,0.7438324,0.713843,-0.46419936,-0.7314833,-0.17420955,0.2610871
Poldip3,-0.110664375,-0.24219322,0.3641086,0.0032074193,0.055758283,-0.010884068,-0.13747725,0.002913512,0.0051873876
Tspo,-1.4800874,2.3367827,-1.1973927,0.044404134,0.33423764,-0.11017275,-0.80615735,-0.23242575,-0.38306588
Samm50,-0.32445827,0.19781855,-0.4504752,0.27164337,-0.4448854,0.021969806,-1.0158075,-0.05531273,-0.7824497
Parvg,1.250558,-3.127452,0.36311796,0.13344307,-0.9489397,0.4021021,0.034852073,0.18907359,-0.45536333
Nup50,-0.06683458,-0.1252104,-1.1097541,0.041715495,-0.11782413,-0.014674235,-0.8131485,-0.05244751,0.08359385
Atxn10,1.0604296,-1.3407068,0.3050075,-0.43400735,0.033371482,0.13326325,0.8199024,-0.087373786,-0.7680383
Gramd4,-2.8219855,2.8279936,-0.28970984,-0.026382757,0.46806726,-1.3032994,-0.94874066,-0.113644205,-0.23353197
Tbc1d22a,0.32040483,-2.2490208,0.9378702,-0.0012042875,0.36050135,-0.33284053,0.3257686,-0.3552723,0.27824235
Brd1,0.20174232,-1.0474534,0.74219555,0.01720082,-0.646027,-0.0015839282,-0.1707192,-0.0007652053,0.20180811
Ppp6r2,0.22445676,-0.83729035,0.17941935,0.22748032,0.051535804,-0.40148526,-0.063480295,-0.1535838,1.0872862
Sbf1,-0.070962235,-0.09773646,0.34310943,-0.010446592,0.13219737,0.006811336,-0.3264254,-0.006390969,-0.0038161222
Twf1,-1.1099615,1.6582803,-0.59012383,0.022308705,-0.15279035,-0.04941923,-0.6368196,-0.021610716,-0.4861046
Ano6,1.6938494,-3.8615377,0.8776104,-0.2840429,-0.48074934,0.2728559,-0.1232023,0.123006955,0.6673603
Scaf11,1.3443481,-1.9553051,-0.090912536,-0.17454587,-0.31055027,0.062400647,-0.2826586,0.093893975,-0.13812293
Arid2,0.8959836,-2.4316843,0.41609725,0.20635898,-0.3014397,0.3628311,0.062641926,-0.12516128,0.5612947
Slc38a1,1.2263869,-2.3431349,0.18120424,0.028117955,-0.2607617,0.0064012073,0.035550363,-0.028941019,0.3790782
Rapgef3,2.4557831,-5.4858932,0.85777783,0.61365634,-1.1104591,0.48023263,0.42399833,0.40429452,-0.17796135
Endou,3.1200538,-7.759518,0.6129025,1.1046087,-1.3871741,2.718338,0.7128878,0.62670845,0.698321
Senp1,0.57781225,-1.9013207,0.45776567,-0.015419265,-0.847142,0.04318822,-0.2828706,0.008235579,0.14453161
Ccnt1,0.9468497,-1.4714202,-0.4359789,0.17719094,-0.8657072,0.060422808,0.06966503,0.041889362,-0.06547578
Arf3,-1.0389335,0.9164585,-0.40319413,0.025454542,-0.36288992,-0.039541483,0.15282398,-0.41624793,0.03347713
Prkag1,-0.9333223,0.8237993,-0.26810277,0.055995427,0.4034971,-0.025539543,-0.6434862,-0.048445966,0.028280342
Tuba1c,-2.4281125,2.53584,0.084613025,-0.1908188,0.45853335,-1.2670002,0.5737113,-0.63567746,0.099205755
Fmnl3,-0.45885566,0.6499667,-0.2445734,-0.10430026,0.5081221,-0.085849606,0.3028192,-0.09776641,-0.30907342
Tmbim6,-1.3813884,1.7762492,0.0654241,-0.0862407,0.44615996,-1.1309869,-0.091729134,-0.14166006,0.6178394
Smarcd1,-0.06610504,-0.5143813,0.021340935,0.018325653,-0.022144552,0.0038920268,-0.7164161,0.0028779688,-0.005212269
Cox14,-0.79786164,0.084833294,-0.75283176,0.11657591,-0.26036942,-0.29473445,-0.4170946,0.54037464,-0.11774454
Lima1,-4.0852094,3.0590289,0.5169582,-0.16890995,0.81780857,-2.0900507,0.65541404,-0.58048254,-0.4012179
Dip2b,-0.95547867,1.1104504,0.71342134,-0.25013933,0.2892082,-0.5045505,0.9034922,-0.35180596,-0.24457097
Bin2,0.26414448,-0.17810984,-0.15608452,-0.3240886,0.2067139,-0.030081913,-1.2051173,0.002242963,-0.29584262
Dazap2,-1.0493503,1.371526,-0.8692464,0.11484944,0.57018083,-0.5433706,-0.5540218,0.007855765,0.25141755
Nr4a1,-3.367527,3.741758,-0.7391355,-0.7745315,1.0513606,-2.067109,-1.087545,-0.755044,-0.1398127
Krt7,-4.256203,3.6458964,-0.99549305,-0.122759536,0.4149513,-1.8005848,0.38955417,-0.13025312,-0.28208974
Krt5,-6.843428,6.0222616,-1.4620339,-1.4854662,1.6783361,-5.071469,-1.349654,-1.2389661,-0.9616159
Krt8,-0.36765993,0.5193932,0.2714184,-0.033613034,-0.5416567,-0.013146417,-0.32305714,-0.0025222374,-0.3953712
Krt18,-0.8439841,0.42425632,-0.3482504,0.15679654,0.24497965,-0.114885144,-0.26667413,0.042319987,0.02262455
Eif4b,-0.58620733,0.8240149,-1.1578788,0.43995342,-0.30500063,-0.26096797,-0.006956641,-0.234878,-0.30942675
Itgb7,-5.6341753,4.951439,-1.2772946,-0.7771372,1.3323925,-2.466926,-0.93821114,-0.95728993,-0.7192852
Zfp740,0.39992037,-1.270028,0.4698396,-0.04224676,-0.10915459,-0.0004817862,0.44036695,-0.034899533,-0.7446526
Pfdn5,-2.4202638,2.714797,-0.68471223,0.01664357,0.8278764,-1.6492431,-0.6801756,-0.2505565,-0.6167279
Prr13,-3.3339112,3.7310286,-1.302469,-0.52362263,1.1269983,-1.5312449,-0.96486485,-0.48817796,-0.18933728
Sp1,1.3636787,-1.8035824,-0.55753475,-0.23066105,-0.42318884,0.08755717,0.14519885,0.012994791,0.22035068
Cbx5,1.016612,-2.6603048,0.03772678,0.17720765,0.23916085,0.18569794,-0.7760282,0.22230716,-0.5018879
Copz1,-1.4640291,1.4405212,-0.6513432,0.44257253,0.40911737,-0.41421294,-0.7729235,0.015910268,0.25779003
Nckap1l,0.8640312,-1.341133,0.015081416,-0.0010357045,-0.46396065,0.0428673,0.09430012,-0.008806302,-0.18151332
Crebbp,0.80805844,-0.706632,0.3042419,-0.32979602,-0.17975299,0.099008635,0.63882196,-0.018383535,-0.3647848
Hmox2,1.2506042,-2.0837126,-0.974422,0.4454475,-0.7060977,0.20361102,-0.38664746,0.13778792,-0.06361572
Cdip1,0.026574746,-0.5210956,0.45482132,-0.08232286,-0.39513937,0.02714368,-0.63255954,-0.017375369,-0.17085296
Mgrn1,-1.564604,1.3758931,-0.3932681,0.6522808,0.2281335,-0.28379238,0.38260972,-0.4562352,-0.36289272
Nudt16l1,-0.9350482,1.4343365,-0.7640109,-0.05050621,0.47607088,-0.33399993,-0.34496433,-0.02292819,-0.25446168
Rogdi,-6.2807865,5.8036237,-1.2923702,-1.5922501,1.2672645,-4.2530165,-1.1234355,-1.30475,-0.32943475
Glyr1,0.60832083,-1.1656952,-0.11763868,-0.09218896,-0.74884677,0.06580219,-1.0078057,-0.0058908677,-0.09822649
Ubn1,0.35996568,-1.8038743,0.09255412,0.26847523,-0.7331645,-0.028277814,0.57235676,-0.06282244,-0.25192976
Rbfox1,-5.776457,4.3705153,0.007319769,-0.57170016,1.2238046,-4.5969324,0.9200151,-0.6721593,-0.2926906
1810013L24Rik,0.36100587,-0.21361831,-0.38628033,0.0069026733,-0.012323513,0.0050181453,-1.1174725,-0.00587729,0.0108717
Usp7,0.52723217,-1.771865,-0.06310393,0.35775885,-0.61985815,0.25531974,-0.14720157,-0.009112253,0.43222955
Socs1,1.2710109,-3.2006276,0.39012846,-0.2659953,-0.9411087,1.317753,0.79207486,0.55845803,-0.6329342
Snn,0.16695556,-0.39856738,-0.035116788,-0.3794287,-0.3681495,0.06870957,-0.99044853,-0.08525221,0.010685813
Rsl1d1,0.4964881,-0.3803458,-0.5181635,-0.18161985,-0.28697002,0.078982025,-1.0921785,-0.019734947,0.22007851
Gspt1,1.3234646,-1.3591478,-0.6164121,-0.21842487,-1.1565316,0.25893608,0.005825753,0.18569607,-0.71284616
Snx29,-0.07021886,-0.53087014,0.8011485,-0.09090161,-0.32108462,0.022763804,0.60085034,-0.030254006,-0.21656756
Mkl2,-0.20683777,0.21014957,-0.030546036,-0.0377247,-0.06781438,0.03358882,0.28373626,-0.020675562,-0.031596962
Pdxdc1,-0.15573364,0.068636,0.1352656,-0.024015563,-0.045766693,-0.020553015,0.20789169,-0.011845841,-0.026015414
Mcm4,0.78522706,-1.5802205,-0.32837138,0.19980143,-0.6436956,0.053318687,0.38965654,0.23676908,-0.8505115
Prkdc,0.8633621,-1.536955,0.40663302,-0.31217504,-0.1404537,0.05958807,0.45679674,-0.1960327,0.1885421
Ppil2,-0.21573478,-0.21032909,-0.17824909,0.051226307,0.354584,-0.017398007,0.33558917,7.557068e-05,0.04303568
Mapk1,1.5140656,-2.2326536,-0.12366622,0.013112616,-0.40194553,0.23332871,-0.7692062,-0.010811841,0.17899995
Ube2l3,0.24144061,-1.4621446,0.442536,0.054479055,-0.114898615,-0.008205218,0.09401778,0.05713494,-0.14353448
Pi4ka,-0.30023026,0.2626612,0.55834323,-0.5047287,-0.6902346,-0.038163517,0.14231591,-0.06588104,-0.7520323
Crkl,0.22955081,-0.42228323,0.07836214,-0.007931904,-0.19900747,-0.004715995,-0.4762054,-0.005362627,-0.009047602
Med15,0.81856716,-0.84497523,0.36160251,-0.15279895,-0.32676238,0.0019882526,0.027152231,-0.087445475,-0.14518459
Dgcr2,-0.7982199,0.19100127,0.094284005,0.04610958,-0.23090783,-0.06723367,0.29603332,0.013768859,-0.0435775
Dgcr6,0.34904197,-1.4504448,-0.09140565,0.07314134,0.12700497,0.28639847,-0.14963217,-0.0062552444,-0.22152078
Zdhhc8,0.6645199,-2.5474534,0.5194004,0.27508444,-0.12956819,-0.060124766,0.020331299,0.43766782,-0.012885863
Ranbp1,0.86020875,-1.9524221,-0.048729297,0.03597594,-0.77900904,0.5760474,-0.120381914,0.29390115,-1.2772751
Dgcr8,0.37686926,-0.8339418,0.60409236,-0.0003517709,0.30215925,0.058749855,-0.27837044,-0.032069407,0.048469175
Klhl6,1.1746659,-1.7090964,0.082899354,-0.40410885,-0.61622375,0.20730263,-0.055547617,-0.0076258937,0.083147764
Yeats2,1.5865431,-2.0371327,0.71850806,-0.5461725,-0.6218978,0.16933137,0.8746665,-0.2772842,-0.65958214
Abcc5,1.5554824,-4.923568,1.011076,0.3752263,-0.82540655,0.28017482,1.0441971,-0.07372938,0.35280076
Psmd2,-1.6497439,1.6475592,-1.3317655,0.52728117,0.38753805,-1.165966,-0.2212919,-0.34101838,0.67006993
Polr2h,-1.6792309,1.3640933,-1.17522,0.3501835,0.043698482,0.008093461,-1.0965143,-0.36317497,0.24855623
Eif4g1,-0.37597516,-0.44678152,0.22869338,0.011834913,-0.20778568,-0.0014782501,-0.30175644,-0.0037945146,0.1631593
Dnajb11,-2.0027432,2.3537996,-0.8154235,-0.11823726,0.088476345,-0.59631073,0.13778105,-0.07440644,0.072453424
St6gal1,-0.6972816,0.6881827,0.15517153,-0.7480994,0.05070096,-0.034045167,0.012365047,-0.2130627,-0.008444431
Bcl6,1.6283486,-3.4961374,0.679023,0.03078317,-0.8225784,0.18015426,-0.013528058,-0.05196343,0.95608175
Trp63,-2.3794417,1.4682382,-0.4265094,0.6279556,0.39534932,-1.0555851,-0.5458027,0.75097126,-0.31576598
Lpp,0.38009027,-0.6994877,0.7763158,-0.77903503,-0.13525425,-0.057854112,0.39761287,0.0015073897,-0.18939899
Ccdc50,0.30524015,-0.34166968,-0.61945593,0.0008897264,-0.24699284,0.0039102854,-0.9021236,0.025520317,-0.03998387
Opa1,-0.043720216,-1.2672011,0.3668088,0.32886076,-0.38381898,-0.0009236708,-0.13719526,0.107791044,-0.32495683
Atp13a3,1.4831429,-3.7066078,0.22944047,0.24240568,-0.4598929,0.27600873,0.15005982,0.12034278,0.34563243
Ppp1r2,0.026038347,-0.35966757,-0.25256827,0.04615721,-0.030940961,0.024568383,-0.7505595,0.0119734,-0.06833394
Acap2,0.8064607,-1.5445812,0.3164402,-0.083534695,-0.23040827,0.09229079,-0.12877291,-0.02476731,-0.035278063
Apod,-5.7522326,1.5774491,0.84736073,0.9305377,0.065412834,-2.2666247,1.1132439,-0.0900242,0.109803766
Ncbp2,0.16313791,-0.55622,-0.6944264,-0.0020769686,-0.24726084,0.07766518,-0.02712092,0.09957365,-0.6972114
Dlg1,0.70449805,-1.5075586,0.69544274,-0.19617178,-0.05069934,0.062144853,0.80419177,0.0032604397,0.003662237
Pigx,0.5320586,-0.4767025,-0.5817031,-0.07492231,0.3046017,-0.0031892974,-0.77383393,0.21018833,-0.19484486
Pak2,-0.2704926,0.16340333,-0.41826266,-0.025527623,-0.1529377,-0.035335287,-0.82708186,-0.012647854,0.009477422
Ubxn7,1.9349461,-2.6321352,0.3035538,-0.36618394,-0.5611851,0.19410168,0.03136132,0.009445855,-0.42360982
Fyttd1,-0.23877235,-0.6908344,0.1167218,-0.0015492879,-0.55213785,0.0056336722,0.31793213,-0.00842028,-0.027393647
Tnk2,0.6228673,-1.4260578,0.114255324,0.025402902,-0.023283575,-0.052148886,0.57017523,-0.07257916,0.052671548
Lrch3,1.5312599,-1.4407293,0.28442287,-0.761559,-0.84625936,0.12728512,-0.66333646,-0.049913418,-0.086773634
Osbpl11,1.5283649,-2.4982595,-0.06881199,0.04562834,-0.4274712,0.30279702,-0.8828907,0.24443306,-0.1255719
Snx4,0.3527285,0.06435782,-0.5625413,-0.036459256,-0.40336213,0.011145255,-1.0771756,-0.035407443,-0.27430445
Zfp148,1.5286725,-2.2504263,0.37467438,-0.1648132,-0.3708144,0.579313,0.22577381,-0.16109838,-0.35131723
Heg1,0.44587058,-1.6514579,0.8150845,0.16481645,0.118527,0.14901935,-0.75682664,-0.025188133,-0.28895947
Parp14,-2.806542,3.1573148,-0.083025895,-0.9130607,0.7740914,-1.7527797,0.48424923,-0.5999149,-0.8310826
Dtx3l,-0.8443185,1.1344589,-0.4803459,-0.08007301,-0.24780782,-0.009968864,-0.0010940016,0.0043014497,-0.26861486
Parp9,-3.9796982,3.189691,-1.2029331,0.410025,0.83286303,-1.2090396,-1.0032744,-0.6488394,0.046812307
Golgb1,-0.1651866,-0.30665445,0.4393583,-0.012528516,-0.034620207,-0.13041233,0.0012187655,0.046115585,-0.7253731
Lrrc58,0.7011805,-0.9650942,-0.42660385,0.0019482864,-1.2053843,0.038721606,0.004339639,0.15845972,-0.73602295
Adprh,-0.28035954,-0.063331395,-0.045057707,-0.046014853,-0.33172694,0.02857875,-0.7650621,-0.0029009068,-0.24460018
Gsk3b,1.4986243,-2.2303128,0.35276285,0.032787684,-1.3754772,0.55529165,0.38342083,0.056967493,-0.30310392
Arhgap31,0.24708503,0.5197824,0.5560775,-1.2156444,0.107836895,-0.38873014,1.0296133,-0.48979655,-0.4603624
Atp6v1a,-0.546247,0.294545,-1.2789302,0.35879207,-0.11631152,-0.010906549,-1.071557,0.011979033,-0.054762594
Usf3,0.16599676,0.44254535,-1.4812499,-0.09351343,-0.18117289,-0.14369895,-1.134965,0.012599912,0.0065433756
Zbtb20,1.0517919,-2.1023211,0.614951,-0.021992467,-0.14130534,0.30306226,0.2802388,-0.16897036,-0.47758305
Cd200,-3.6893632,3.4861147,-0.71645033,-0.41820133,0.72865313,-1.5670302,-0.14250049,0.0168942,-0.560179
Atg3,1.2157345,-1.4421036,-0.8387818,0.05357626,-0.8846845,0.18810125,-1.0529791,-0.05271905,-0.34927112
Plcxd2,1.7577431,-3.1634429,0.21276402,-0.07170281,-1.1518065,0.37837937,0.62783533,-0.104816526,0.18953586
Cd96,2.0170019,-3.0196204,0.769294,-0.5541523,-1.0242403,0.64236987,0.21402451,-0.15547387,-0.5870345
Trat1,2.7217588,-5.659198,0.22689559,0.46560737,-1.5832652,1.913604,0.15630282,0.49754643,0.03509305
Bbx,1.5493898,-1.3690484,0.081202686,-0.4719711,-0.57575285,0.2297917,-0.010803275,-0.14339419,-0.45442265
Cd47,0.63927275,-0.70690674,0.013857808,-0.013374558,-0.08482127,0.044844948,-0.9178962,0.027667934,-0.050924223
